daystilldelivery,inventorytofactorydistance,isholiday,manufacturingtime,modeofdelivery,month,profittocompany,quantity,rootcause,year
5,1548,True,9,road,March,2211,14,Financial problems of company leading to interrupted supplies,2012
1,232,False,10,water,November,2718,144,Poor Lead time calculation,2003
2,4638,False,5,airways,August,1568,387,Poor inventory control,2007
4,1971,False,3,road,June,287,88,Huge backlog of orders,2011
8,451,False,3,rail,June,9275,427,Supply Shortages and logistical uncertainties,2007
4,678,True,0,airways,April,5904,87,faulty plant layout,2004
27,965,True,8,airways,August,846,124,material wastage due to over-feeding,2001
50,1566,True,3,water,June,959,110,Strike of workers,2013
13,2418,False,4,water,November,1548,47,Financial problems of company leading to interrupted supplies,2017
0,2330,False,2,road,February,251,12,electricty stoppage,2009
11,1527,True,11,rail,April,1684,951,excessive machine stoppage,2018
19,321,True,13,road,March,1419,56,Raw material low,2003
10,3112,False,6,rail,July,557,558,Raw material low,2009
6,1928,False,6,water,April,426,13,Strike of workers,2015
0,144,True,3,rail,February,1128,122,electricty stoppage,2006
0,733,True,1,airways,December,1106,152,Demand Variation,2005
7,118,False,0,rail,April,3459,135,Poor inventory control,2016
6,1417,True,10,rail,October,8073,16,Strike of workers,2001
3,1539,True,2,airways,May,330,209,Huge backlog of orders,2015
48,3156,True,4,rail,September,2059,176,Supply Shortages and logistical uncertainties,2014
3,1874,False,1,road,March,871,69,Financial problems of company leading to interrupted supplies,2013
7,682,True,9,airways,October,1324,48,Factory shutdown,2002
3,419,False,13,road,January,722,83,faulty plant layout,2007
3,205,True,1,rail,September,565,173,excessive machine stoppage,2014
16,1189,False,4,road,February,2264,29,Huge backlog of orders,2014
2,716,True,0,water,November,217,74,Transport Delays,2001
34,2459,True,33,rail,May,108,12,faulty plant layout,2001
9,520,False,2,rail,January,519,150,Financial problems of company leading to interrupted supplies,2007
4,1579,False,5,road,April,202,4,faulty plant layout,2007
2,1314,False,0,road,January,547,80,Factory shutdown,2014
0,2002,True,50,road,October,8365,18,excessive machine stoppage,2001
5,133,False,2,road,May,380,107,Raw material low,2001
7,1006,False,4,airways,November,3886,619,electricty stoppage,2013
3,4568,False,2,water,October,8529,166,electricty stoppage,2013
2,1046,True,14,airways,August,640,98,Raw material low,2005
2,4935,True,2,airways,January,209,118,Demand Variation,2013
3,667,False,1,road,May,2494,65,material wastage due to over-feeding,2012
8,1647,True,3,rail,October,957,61,Financial problems of company leading to interrupted supplies,2010
36,806,True,1,airways,November,2992,99,Financial problems of company leading to interrupted supplies,2011
