daystilldelivery,inventorytofactorydistance,isholiday,manufacturingtime,modeofdelivery,month,profittocompany,quantity,rootcause,year
4,535,True,6,airways,June,1892,38,Raw material low,2004
11,1829,False,32,water,January,1833,46,excessive machine stoppage,2012
6,997,True,0,road,February,178,70,Financial problems of company leading to interrupted supplies,2004
0,305,False,3,rail,August,6470,756,Strike of workers,2011
7,274,False,15,rail,September,4720,40,Financial problems of company leading to interrupted supplies,2013
45,12,True,15,water,May,1623,62,Raw material low,2003
6,447,False,1,water,March,1565,119,Factory shutdown,2011
6,6894,False,23,road,September,874,79,Huge backlog of orders,2011
4,326,True,7,road,August,320,346,Strike of workers,2002
19,1782,False,4,road,September,1832,130,Poor Lead time calculation,2012
5,1082,True,5,road,October,812,195,Raw material low,2004
5,57,False,7,rail,September,1447,23,Demand Variation,2011
9,1164,False,4,airways,November,1276,68,excessive machine stoppage,2003
0,1209,False,4,road,May,1823,62,Huge backlog of orders,2014
3,730,False,18,water,May,1538,67,Strike of workers,2011
1,1383,False,41,road,September,7409,6,Huge backlog of orders,2018
5,1946,True,7,rail,April,670,130,Transport Delays,2001
5,122,False,4,water,January,1003,133,Transport Delays,2008
5,37,True,16,road,August,957,15,Huge backlog of orders,2017
3,234,False,18,rail,September,3753,501,faulty plant layout,2009
0,2862,False,4,airways,September,564,635,Huge backlog of orders,2018
22,1317,True,4,rail,March,603,180,Poor Planning,2007
4,201,True,5,airways,May,1259,115,Poor Lead time calculation,2009
3,769,False,10,water,May,265,95,Strike of workers,2007
1,9013,False,6,road,December,298,71,Huge backlog of orders,2018
1,903,True,32,road,November,162,46,Demand Variation,2011
1,7667,True,10,road,February,2474,199,Supply Shortages and logistical uncertainties,2002
3,4987,False,2,airways,November,4081,14,electricty stoppage,2012
8,1829,False,6,rail,December,4410,5,Factory shutdown,2011
8,1413,False,3,airways,March,1007,288,Strike of workers,2009
6,997,True,4,road,August,677,96,Poor Planning,2004
6,65,True,16,airways,January,364,277,Financial problems of company leading to interrupted supplies,2001
2,871,False,17,road,September,1158,78,electricty stoppage,2012
9,4621,False,2,rail,July,416,132,Financial problems of company leading to interrupted supplies,2012
8,135,False,1,airways,November,723,140,excessive machine stoppage,2017
5,861,False,1,road,September,660,79,faulty plant layout,2002
2,1451,False,3,water,January,3131,710,Factory shutdown,2002
24,2498,True,8,road,August,1589,180,Poor Planning,2016
