inventorytofactorydistance,isholiday,modeofdelivery,month,profittocompany,quantity,rootcause,totalweight,year
276,False,airways,August,239734,96,excessive machine stoppage,54056,2003
56,True,road,May,717130,150,Demand Variation,34604,2011
312,False,airways,May,28638,458,Factory shutdown,30547,2006
990,False,water,October,26476,185,Transport Delays,12525,2005
251,False,airways,August,219029,559,Poor Planning,1601,2018
946,False,water,July,492036,339,Strike of workers,40414,2009
236,False,airways,April,518470,349,Poor inventory control,4447,2015
222,False,airways,July,645686,410,electricty stoppage,29945,2001
404,True,rail,November,503332,105,Financial problems of company leading to interrupted supplies,11240,2010
182,False,airways,April,388887,221,electricty stoppage,79208,2001
554,False,road,April,701290,233,excessive machine stoppage,42821,2016
222,True,road,October,533656,475,Supply Shortages and logistical uncertainties,28216,2012
170,False,airways,March,110806,134,Poor inventory control,50824,2011
664,True,road,April,236523,108,Raw material low,28192,2013
386,True,road,July,264694,388,Poor inventory control,12614,2014
324,False,rail,September,269848,258,Huge backlog of orders,34253,2005
547,False,airways,March,216497,338,electricty stoppage,50511,2013
367,True,rail,September,17616,170,Poor Lead time calculation,62821,2015
234,True,water,January,143240,896,Strike of workers,49213,2009
423,True,road,October,422651,507,Transport Delays,23381,2015
362,False,water,December,474128,701,Supply Shortages and logistical uncertainties,19035,2003
115,True,airways,August,358019,381,Huge backlog of orders,53750,2018
138,False,rail,November,324189,198,electricty stoppage,47041,2015
84,True,water,June,334316,253,Strike of workers,64715,2002
