inventorytofactorydistance,isholiday,modeofdelivery,month,profittocompany,quantity,rootcause,totalweight,year
473,True,airways,May,281383,225,faulty plant layout,26311,2008
178,True,airways,July,491490,484,Demand Variation,22858,2002
443,False,road,February,90520,169,Supply Shortages and logistical uncertainties,13644,2012
180,False,road,December,350414,395,Factory shutdown,6993,2007
289,True,rail,April,92855,107,Financial problems of company leading to interrupted supplies,63590,2012
636,False,road,August,449152,293,Factory shutdown,38278,2015
350,False,rail,January,157053,310,material wastage due to over-feeding,72792,2018
346,True,rail,July,467049,50,Financial problems of company leading to interrupted supplies,10426,2016
272,False,water,August,548657,497,Factory shutdown,4819,2003
359,True,water,December,553107,184,electricty stoppage,45339,2006
222,True,water,August,55741,453,Strike of workers,1677,2008
37,True,airways,February,214352,190,Transport Delays,67938,2006
281,True,rail,February,33178,383,electricty stoppage,18616,2007
426,False,road,May,151241,711,Factory shutdown,55106,2001
519,False,water,November,428568,591,material wastage due to over-feeding,23351,2009
92,True,road,July,234277,319,material wastage due to over-feeding,56166,2017
855,True,road,January,115081,417,Poor Lead time calculation,11527,2015
244,False,rail,November,482896,439,Raw material low,13185,2015
410,False,water,May,211026,135,electricty stoppage,31306,2004
527,False,rail,May,183899,534,Raw material low,59726,2015
636,True,road,September,186289,756,material wastage due to over-feeding,37797,2018
42,True,airways,September,435363,210,Poor Planning,22723,2015
269,False,airways,April,814537,275,excessive machine stoppage,20394,2015
166,True,rail,May,669633,54,Factory shutdown,12943,2007
348,False,rail,April,374004,166,Strike of workers,21039,2006
246,True,water,April,786769,195,Supply Shortages and logistical uncertainties,70020,2016
138,False,airways,August,567242,533,Demand Variation,29706,2001
