inventorytofactorydistance,isholiday,modeofdelivery,month,profittocompany,quantity,rootcause,totalweight,year
610,False,water,July,339973,207,Transport Delays,977,2005
449,False,road,June,97413,109,Demand Variation,16881,2005
964,False,water,December,116776,110,Transport Delays,27228,2015
322,True,airways,July,83985,371,Demand Variation,56434,2013
120,True,water,May,314120,138,Poor Planning,23772,2018
341,False,water,December,337865,308,material wastage due to over-feeding,10989,2018
124,False,rail,August,535765,61,Factory shutdown,25454,2006
612,False,road,April,418033,370,Poor Planning,45561,2007
471,False,water,August,28213,238,Poor inventory control,28066,2018
145,True,road,September,110584,95,Strike of workers,84023,2011
474,True,airways,September,823772,396,Financial problems of company leading to interrupted supplies,63869,2008
511,True,rail,March,382015,401,Factory shutdown,69794,2017
530,True,rail,August,204872,409,Poor inventory control,57879,2005
479,False,water,May,114314,875,Poor Lead time calculation,24204,2011
419,True,road,November,369876,221,Poor Planning,44422,2010
235,False,rail,March,482782,378,Poor Lead time calculation,73373,2015
480,True,water,November,497856,802,Poor Lead time calculation,52864,2005
443,True,water,November,369469,49,Huge backlog of orders,66835,2017
248,False,airways,April,44603,476,Poor Planning,12863,2013
341,False,road,June,160309,512,Poor inventory control,38232,2005
432,True,airways,June,299714,440,Factory shutdown,14483,2009
250,True,rail,March,234152,260,electricty stoppage,27383,2007
940,False,water,November,240477,512,Poor Planning,21817,2014
