inventorytofactorydistance,isholiday,modeofdelivery,month,profittocompany,quantity,rootcause,totalweight,year
716,False,water,August,314287,705,material wastage due to over-feeding,10096,2018
600,True,rail,September,307273,473,Supply Shortages and logistical uncertainties,62237,2002
320,False,road,March,80831,158,Financial problems of company leading to interrupted supplies,85733,2002
294,True,road,April,275479,104,faulty plant layout,85399,2015
439,False,rail,July,474143,414,Poor Lead time calculation,4075,2008
222,True,road,April,733295,914,excessive machine stoppage,43222,2008
159,True,water,April,79140,517,Financial problems of company leading to interrupted supplies,1701,2009
454,True,road,August,293271,295,Strike of workers,9222,2001
72,False,rail,October,126700,237,faulty plant layout,38657,2018
205,True,rail,June,664553,158,Factory shutdown,31926,2016
403,True,airways,October,589959,184,Factory shutdown,12228,2002
417,True,road,May,446187,478,Demand Variation,60935,2017
331,True,water,March,152425,76,faulty plant layout,42280,2012
651,False,water,September,991806,146,electricty stoppage,24425,2016
508,True,airways,November,524581,355,Transport Delays,12195,2006
159,False,water,February,406845,151,faulty plant layout,26987,2004
114,True,airways,July,830187,194,faulty plant layout,42426,2012
665,False,airways,October,349196,534,electricty stoppage,56354,2001
454,True,road,October,67784,39,Poor inventory control,15623,2012
240,False,airways,November,266358,548,Strike of workers,49213,2018
186,False,water,December,336565,236,faulty plant layout,26588,2002
421,True,rail,July,37325,169,excessive machine stoppage,7329,2013
374,True,airways,October,330867,59,Poor Lead time calculation,25344,2012
732,False,water,November,226419,598,electricty stoppage,32108,2015
585,True,road,January,517679,550,Factory shutdown,46971,2014
