inventorytofactorydistance,isholiday,modeofdelivery,month,profittocompany,quantity,rootcause,totalweight,year
312,True,road,April,494821,437,Strike of workers,88107,2014
335,False,rail,March,408751,687,Poor Lead time calculation,57879,2014
133,True,road,September,14501,557,Poor Lead time calculation,22625,2013
227,True,water,December,417456,271,Huge backlog of orders,91653,2002
94,False,rail,October,268500,499,Supply Shortages and logistical uncertainties,15539,2011
525,False,road,December,728174,169,Financial problems of company leading to interrupted supplies,50403,2009
212,False,rail,December,192736,657,Supply Shortages and logistical uncertainties,6576,2001
351,False,rail,November,459252,202,Factory shutdown,3005,2017
330,True,road,June,408656,58,faulty plant layout,8812,2018
171,False,road,February,160652,203,Poor inventory control,38940,2007
490,True,road,June,407123,77,Supply Shortages and logistical uncertainties,8479,2014
319,False,road,August,486531,307,excessive machine stoppage,24450,2011
482,False,road,February,262930,525,Poor Lead time calculation,44456,2001
492,True,road,August,553107,82,Poor inventory control,44113,2003
382,True,rail,October,227352,666,Poor inventory control,13272,2003
305,True,water,September,685004,263,Raw material low,65921,2005
398,True,rail,March,425391,45,Factory shutdown,86354,2016
245,False,road,October,358147,236,Strike of workers,33546,2004
611,True,water,February,10365,339,Raw material low,10989,2006
316,False,airways,January,865524,454,Poor Lead time calculation,88646,2015
574,True,water,September,80215,520,Poor inventory control,42280,2006
478,False,rail,March,668525,397,Poor Planning,47925,2010
536,False,road,October,352741,577,Strike of workers,12592,2015
464,True,rail,December,636680,174,electricty stoppage,32003,2006
179,True,water,August,319584,350,material wastage due to over-feeding,55218,2013
135,True,road,September,114440,240,Huge backlog of orders,47269,2014
