inventorytofactorydistance,isholiday,modeofdelivery,month,profittocompany,quantity,rootcause,totalweight,year
471,False,rail,December,538194,401,faulty plant layout,8433,2017
115,False,rail,December,138238,801,Raw material low,13530,2018
266,True,water,March,117546,104,Poor inventory control,36085,2004
255,True,rail,October,430782,439,Transport Delays,87891,2002
607,True,road,November,86975,743,Poor Lead time calculation,20147,2016
189,True,road,January,22685,186,Raw material low,20985,2016
110,True,airways,October,212754,265,Strike of workers,32204,2009
101,True,rail,March,328615,305,Poor Lead time calculation,33696,2004
479,True,rail,August,422353,198,Poor Lead time calculation,16248,2011
329,True,road,January,580316,193,Strike of workers,45673,2011
555,True,road,February,151890,271,Poor Planning,32972,2004
471,False,road,February,207867,407,Transport Delays,29104,2010
344,False,water,February,131812,459,excessive machine stoppage,4673,2016
72,False,airways,September,341090,329,Raw material low,9318,2015
615,True,road,March,503881,526,Supply Shortages and logistical uncertainties,60163,2008
463,True,water,December,248879,474,Demand Variation,48611,2018
336,False,water,May,629809,606,Factory shutdown,43257,2011
255,False,airways,January,360686,346,Supply Shortages and logistical uncertainties,31078,2008
256,False,rail,December,461796,381,Transport Delays,3317,2002
511,False,airways,December,402547,404,Financial problems of company leading to interrupted supplies,47672,2010
240,True,rail,December,217981,143,Poor Lead time calculation,72032,2006
239,False,road,May,743805,201,electricty stoppage,40274,2017
