inventorytofactorydistance,isholiday,modeofdelivery,month,profittocompany,quantity,rootcause,totalweight,year
48,False,airways,July,738418,293,Transport Delays,15763,2016
468,False,airways,June,270426,366,excessive machine stoppage,52910,2012
763,True,rail,January,51019,349,Demand Variation,3602,2003
439,True,rail,December,40526,404,Huge backlog of orders,39834,2008
717,False,airways,November,205349,362,faulty plant layout,24742,2016
262,False,rail,October,451378,300,Demand Variation,22310,2017
142,True,water,January,365524,191,Poor Lead time calculation,2255,2006
134,False,water,July,470169,543,Supply Shortages and logistical uncertainties,11572,2007
398,True,road,July,434926,111,excessive machine stoppage,54464,2001
538,True,rail,November,353301,415,material wastage due to over-feeding,46753,2014
348,True,water,March,758288,958,Financial problems of company leading to interrupted supplies,56984,2017
320,False,road,February,322625,404,electricty stoppage,1361,2009
317,False,rail,July,404856,360,Financial problems of company leading to interrupted supplies,16473,2009
276,True,airways,March,298566,646,Strike of workers,42970,2013
656,True,airways,April,627305,451,Financial problems of company leading to interrupted supplies,78574,2005
595,True,water,December,975091,390,electricty stoppage,836,2011
232,True,water,September,65466,289,Transport Delays,32067,2012
459,False,rail,October,250870,488,Poor Lead time calculation,39138,2014
515,False,airways,May,48504,207,Financial problems of company leading to interrupted supplies,19580,2002
310,True,rail,February,587305,403,Demand Variation,9020,2001
237,False,road,July,381450,449,material wastage due to over-feeding,44706,2018
668,False,rail,June,529467,169,Poor Lead time calculation,55525,2010
363,True,rail,January,306435,134,Factory shutdown,53026,2007
